Reference,DOI,Alginate (%w/v),PVA-HA (%w/v),CaSO4 (%w/v),Na2HPO4 (%w/v),Gelatin (%w/v),GelMA (%w/v),laponite (%w/v),graphene oxide (%w/v),hydroxyapatite (%w/v),Hyaluronic_Acid (%w/v),MeHA (%w/v),NorHA (%w/v),Fibroin/Fibrinogen (%w/v),Pluronic P-123 (%w/v),Collagen (%w/v),Chitosan (%w/v),CS-AEMA (%w/v),RGD (mM),TCP (%w/v),Gellan (%w/v),bioactive glass (%w/v),Nano/Methycellulose (%w/v),PEGTA (%w/v),PEGMA (%w/v),PEGDA (%w/v),Agarose (%w/v), hyaluronic acid+ Ph moieties (%w/v),matrigel (%w/v),CaCl2(mM),NaCl(mM),BaCl2(mM),SrCl2(mM),CaCO3 (mM),Genipin (%w/v),PVA (%wt),trans-glutaminase (%w/v),alginate lyase (U/ml),D-glucose (%w/v),PLGA (%w/v),vascular tissued-derived dECM (%w/v),PEG-8-SH (mM),Lutrol F127 (%w/v),Alginate dialdehyde (%w/v),Alginate sulfate (%w/v),RGD-modified alginate (%w/v),hyaluronan metacrylate (%w/v),poly(N-isopropylacrylamide) grafted hyaluronan (%w/v),chondroitin sulfate methacrylate (%w/v),PCL (%w/v),alginate metacrylate (%w/v),HRP (U/ml),pluronic F127 (%w/v),Irgacure 2959 (%w/v),Eosin Y (%w/v),Ruthenium (mM),sodium persulfate (SPS) (mM),HEPES (mM),LAP (%w/v),glutaraldehyde (%w/v),PBS  (M),Cell_Density_(cells/mL),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Nozzle_Diameter_(µm),chamber Temperature  (°C),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Printability,Cell Response,Scaffold Quality (P*C),total_solids_pct,n_components,ceramic_pct,ceramic_fraction,is_bone_relevant,has_cells
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,3,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,0,1,0,9.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,30,,,0.0005,4.0,908.0,,,22.0,2,1,2,11.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,30,,,0.0005,4.0,908.0,,,22.0,3,1,3,12.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,3,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,30,,,0.0005,4.0,908.0,,,22.0,0,1,0,13.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,0,1,0,10.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,2,1,2,11.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,3,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,2,1,2,12.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,0,1,0,9.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,0,1,0,10.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,3,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,0,1,0,11.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,30,,,0.0005,4.0,908.0,,,22.0,3,1,3,12.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,30,,,0.0005,4.0,908.0,,,22.0,3,1,3,12.0,4,0.0,0.0,0,0
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,3,3,9,12.0,4,0.0,0.0,0,1
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,40.0,20,,,0.0005,4.0,908.0,,,22.0,3,5,15,12.0,4,0.0,0.0,0,1
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,40.0,30,,,0.0005,4.0,908.0,,,22.0,3,3,9,12.0,4,0.0,0.0,0,1
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,40.0,30,,,0.0005,4.0,908.0,,,22.0,3,5,15,12.0,4,0.0,0.0,0,1
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,40.0,40,,,0.0005,4.0,908.0,,,22.0,3,3,9,12.0,4,0.0,0.0,0,1
Jia et al. 2016,10.1016/j.biomaterials.2016.07.038,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,40.0,40,,,0.0005,4.0,908.0,,,22.0,3,5,15,12.0,4,0.0,0.0,0,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,4,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,3,9,14.0,4,0.0,0.0,0,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,4,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,5,15,14.0,4,0.0,0.0,0,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,4,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,3,9,14.0,4,0.0,0.0,0,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,4,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,5,15,14.0,4,0.0,0.0,0,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,3,9,15.0,6,0.5,0.03333333333333333,1,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,5,15,15.0,6,0.5,0.03333333333333333,1,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,3,9,15.0,6,0.5,0.03333333333333333,1,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,5,15,15.0,6,0.5,0.03333333333333333,1,1
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,3,6,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,3,6,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,3,6,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.02,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.03,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.05,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.05,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,3.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.05,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,4.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.05,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,5.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.05,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,5.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,0.0167,16.67,1600.0,,,,2,2,4,2.0,2,0.0,0.0,0,0
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.03,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,0.0,0,,,0.0167,16.67,1600.0,,,,3,3,9,2.0,2,0.0,0.0,0,1
Gao et al. 2015,10.1016/j.biomaterials.2015.05.031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.03,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,0.0,0,,,0.0167,16.67,1600.0,,,,3,5,15,2.0,2,0.0,0.0,0,1
Colosi et al. 2016,10.1002/adma.201503310,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,15,,,8.33e-05,4.0,210.0,,37.0,22.0,3,3,9,8.5,3,0.0,0.0,0,1
Colosi et al. 2016,10.1002/adma.201503310,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,20,,,8.33e-05,4.0,210.0,,37.0,22.0,3,3,9,8.5,3,0.0,0.0,0,1
Colosi et al. 2016,10.1002/adma.201503310,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,25,,,8.33e-05,4.0,210.0,,37.0,22.0,3,3,9,8.5,3,0.0,0.0,0,1
Colosi et al. 2016,10.1002/adma.201503310,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,8.33e-05,4.0,210.0,,37.0,22.0,3,3,9,8.5,3,0.0,0.0,0,1
Colosi et al. 2016,10.1002/adma.201503310,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,8.33e-05,4.0,210.0,,37.0,22.0,3,5,15,8.5,3,0.0,0.0,0,1
Colosi et al. 2016,10.1002/adma.201503310,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,45,,,8.33e-05,4.0,210.0,,37.0,22.0,3,2,6,8.5,3,0.0,0.0,0,1
