sample_id,family,topology,mode,grid,n_cells,unit_cell_mm,strut_d,strut_spacing,n_struts,n_layers,stagger,target_porosity,porosity,relative_density,E_rel_z,E_rel_x,anisotropy_z_over_x,K_sc_z,K_sc_x,D_eff_z,D_eff_x,D_anisotropy_z_over_x,tortuosity_z,specific_surface_per_mm,pore_size_um,strut_thickness_um,solid_connectivity,pore_connected,cg_converged
SIM0958,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.56,0.5596,0.4404,0.169087,0.169087,1.0,6.149,6.149,0.217949,0.217949,1.0,2.5674,4.3945,572.8,306.2,0.9986,1,1
SIM0959,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.56,0.5703,0.4297,0.169395,0.169395,1.0,6.181,6.181,0.257898,0.257898,1.0,2.2114,8.4375,306.2,176.8,0.9999,1,1
SIM0960,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.5764,0.5771,0.4229,0.15829,0.15829,1.0,6.509,6.509,0.233503,0.233503,1.0,2.4717,4.3828,572.8,306.2,0.999,1,1
SIM0961,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.5927,0.5918,0.4082,0.149194,0.149194,1.0,6.803,6.803,0.243467,0.243467,1.0,2.4307,4.3945,586.3,306.2,0.9994,1,1
SIM0962,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.5764,0.5938,0.4062,0.158686,0.158686,1.0,6.416,6.416,0.269455,0.269455,1.0,2.2035,8.3906,306.2,176.8,0.9998,1,1
SIM0963,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.5927,0.5938,0.4062,0.158686,0.158686,1.0,6.416,6.416,0.269455,0.269455,1.0,2.2035,8.3906,306.2,176.8,0.9998,1,1
SIM0964,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.6091,0.6094,0.3906,0.139474,0.139474,1.0,7.225,7.225,0.258536,0.258536,1.0,2.357,4.3242,612.4,279.5,0.9994,1,1
SIM0965,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.6091,0.6212,0.3788,0.145043,0.145034,1.0001,6.596,6.599,0.281726,0.281656,1.0002,2.2049,8.3511,306.2,176.8,1.0,1,1
SIM0966,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.6255,0.624,0.376,0.129962,0.129962,1.0,7.605,7.605,0.275897,0.275897,1.0,2.2618,4.4414,612.4,279.5,0.9994,1,1
SIM0967,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.6255,0.625,0.375,0.143015,0.143015,1.0,6.627,6.627,0.283706,0.283706,1.0,2.203,8.3438,306.2,176.8,1.0,1,1
SIM0968,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.6418,0.6416,0.3584,0.121099,0.121099,1.0,8.151,8.151,0.294012,0.294012,1.0,2.1822,4.4297,625.0,279.5,0.9993,1,1
SIM0969,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.6418,0.6484,0.3516,0.123723,0.123723,1.0,7.914,7.914,0.297368,0.297368,1.0,2.1806,9.0938,306.2,176.8,1.0,1,1
SIM0970,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.6582,0.6562,0.3438,0.112714,0.112714,1.0,8.668,8.668,0.30829,0.30829,1.0,2.1287,4.5117,637.4,279.5,0.9993,1,1
SIM0971,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.6745,0.6738,0.3262,0.103561,0.103561,1.0,9.348,9.348,0.324075,0.324075,1.0,2.0792,4.4648,637.4,250.0,0.9993,1,1
SIM0972,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.6909,0.6914,0.3086,0.09546,0.09546,1.0,10.007,10.007,0.318346,0.318346,1.0,2.1719,4.4531,649.5,250.0,0.9998,1,1
SIM0973,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.6582,0.6953,0.3047,0.104627,0.104627,1.0,8.799,8.799,0.329451,0.329451,1.0,2.1105,9.1875,353.6,125.0,1.0,1,1
SIM0974,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.6745,0.6953,0.3047,0.104627,0.104627,1.0,8.799,8.799,0.329451,0.329451,1.0,2.1105,9.1875,353.6,125.0,1.0,1,1
SIM0975,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.6909,0.6953,0.3047,0.104627,0.104627,1.0,8.799,8.799,0.329451,0.329451,1.0,2.1105,9.1875,353.6,125.0,1.0,1,1
SIM0976,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.7073,0.709,0.291,0.085539,0.085539,1.0,10.722,10.722,0.342662,0.342662,1.0,2.0691,4.582,673.1,250.0,0.9998,1,1
SIM0977,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.7236,0.7236,0.2764,0.079782,0.079782,1.0,11.507,11.507,0.353553,0.353553,1.0,2.0467,4.5703,673.1,216.5,0.9998,1,1
SIM0978,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.74,0.7412,0.2588,0.071274,0.071274,1.0,12.705,12.705,0.376373,0.376373,1.0,1.9694,4.6523,673.1,176.8,0.9998,1,1
SIM0979,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.7073,0.7422,0.2578,0.085368,0.085368,1.0,10.765,10.765,0.357817,0.357817,1.0,2.0742,9.1406,375.0,125.0,1.0,1,1
SIM0980,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.74,0.7422,0.2578,0.085368,0.085368,1.0,10.765,10.765,0.357817,0.357817,1.0,2.0742,9.1406,375.0,125.0,1.0,1,1
SIM0981,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.7236,0.7422,0.2578,0.085368,0.085368,1.0,10.765,10.765,0.357817,0.357817,1.0,2.0742,9.1406,375.0,125.0,1.0,1,1
SIM0982,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.7564,0.7422,0.2578,0.085368,0.085368,1.0,10.765,10.765,0.357817,0.357817,1.0,2.0742,9.1406,375.0,125.0,1.0,1,1
SIM0983,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.7564,0.7559,0.2441,0.064222,0.064222,1.0,13.896,13.896,0.394224,0.394224,1.0,1.9173,4.582,684.7,176.8,0.9998,1,1
SIM0984,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.7727,0.7734,0.2266,0.056921,0.056921,1.0,15.46,15.46,0.408586,0.408586,1.0,1.893,4.6758,707.1,176.8,0.9997,1,1
SIM0985,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.7727,0.7891,0.2109,0.056448,0.056448,1.0,15.237,15.237,0.392227,0.392227,1.0,2.0117,9.8438,375.0,125.0,1.0,1,1
SIM0986,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.7891,0.7891,0.2109,0.056448,0.056448,1.0,15.237,15.237,0.392227,0.392227,1.0,2.0117,9.8438,375.0,125.0,1.0,1,1
SIM0987,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.8055,0.7891,0.2109,0.056448,0.056448,1.0,15.237,15.237,0.392227,0.392227,1.0,2.0117,9.8438,375.0,125.0,1.0,1,1
SIM0988,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.7891,0.791,0.209,0.051088,0.051088,1.0,17.509,17.509,0.419249,0.419249,1.0,1.8867,4.6641,718.1,176.8,0.9997,1,1
SIM0989,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.8055,0.8027,0.1973,0.047033,0.047033,1.0,18.715,18.715,0.425748,0.425748,1.0,1.8855,4.6641,718.1,176.8,0.9997,1,1
SIM0990,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.8218,0.8213,0.1787,0.040131,0.040131,1.0,21.104,21.104,0.440938,0.440938,1.0,1.8626,4.6172,728.9,176.8,1.0,1,1
SIM0991,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.8382,0.8389,0.1611,0.034031,0.034031,1.0,23.191,23.191,0.455381,0.455381,1.0,1.8421,4.6406,750.0,176.8,1.0,1,1
SIM0992,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.8545,0.8564,0.1436,0.029505,0.029505,1.0,26.171,26.171,0.467554,0.467554,1.0,1.8318,4.6289,770.6,125.0,1.0,1,1
SIM0993,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.8218,0.8594,0.1406,0.028744,0.028744,1.0,24.63,24.63,0.573701,0.573701,1.0,1.4979,9.0469,375.0,125.0,0.0039,1,1
SIM0994,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.8382,0.8594,0.1406,0.028744,0.028744,1.0,24.63,24.63,0.573701,0.573701,1.0,1.4979,9.0469,375.0,125.0,0.0039,1,1
SIM0995,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.8545,0.8594,0.1406,0.028744,0.028744,1.0,24.63,24.63,0.573701,0.573701,1.0,1.4979,9.0469,375.0,125.0,0.0039,1,1
SIM0996,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.8709,0.8681,0.1319,0.01895,0.018886,1.0034,29.896,29.476,0.611675,0.611343,1.0005,1.4192,8.5239,375.0,125.0,0.0042,1,1
SIM0997,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.8709,0.8711,0.1289,0.025599,0.025599,1.0,29.88,29.88,0.478369,0.478369,1.0,1.821,4.7227,770.6,125.0,1.0,1,1
SIM0998,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.8873,0.8857,0.1143,0.021377,0.021377,1.0,35.15,35.15,0.490985,0.490985,1.0,1.804,4.7227,770.6,125.0,1.0,1,1
SIM0999,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.9036,0.9033,0.0967,0.015924,0.015924,1.0,43.205,43.205,0.507417,0.507417,1.0,1.7802,4.793,800.4,125.0,1.0,1,1
SIM1000,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.9036,0.9146,0.0854,0.00354,0.003541,0.9998,45.509,45.5,0.74659,0.746537,1.0001,1.2251,6.6646,375.0,125.0,0.0014,1,1
SIM1001,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.8873,0.9146,0.0854,0.00354,0.003541,0.9998,45.509,45.5,0.74659,0.746537,1.0001,1.2251,6.6646,375.0,125.0,0.0014,1,1
SIM1002,TPMS,gyroid,sheet,32,2.0,1.0,,,,,,0.92,0.9146,0.0854,0.00354,0.003541,0.9998,45.509,45.5,0.74659,0.746537,1.0001,1.2251,6.6646,375.0,125.0,0.0014,1,1
SIM1003,TPMS,gyroid,sheet,32,1.0,2.0,,,,,,0.92,0.9209,0.0791,0.00788,0.00788,1.0,67.321,67.321,0.606699,0.606699,1.0,1.5179,4.5,800.4,125.0,0.9259,1,1
SIM1004,TPMS,iwp,network,32,2.0,1.0,,,,,,0.2,0.1914,0.8086,0.652381,0.652381,1.0,1.86,1.86,0.046397,0.046397,1.0,4.1254,3.9375,250.0,515.4,1.0,1,1
SIM1005,TPMS,iwp,network,32,1.0,2.0,,,,,,0.2,0.2002,0.7998,0.618502,0.618502,1.0,2.009,2.009,0.073491,0.073491,1.0,2.7241,2.0625,500.0,984.3,1.0,1,1
SIM1006,TPMS,iwp,network,32,1.0,2.0,,,,,,0.2164,0.2148,0.7852,0.594969,0.594969,1.0,2.051,2.051,0.083622,0.083622,1.0,2.5692,2.1562,500.0,976.3,1.0,1,1
SIM1007,TPMS,iwp,network,32,2.0,1.0,,,,,,0.2164,0.2148,0.7852,0.605518,0.605518,1.0,2.017,2.017,0.07553,0.07553,1.0,2.8445,4.6875,250.0,467.7,1.0,1,1
SIM1008,TPMS,iwp,network,32,1.0,2.0,,,,,,0.2327,0.2324,0.7676,0.572409,0.572409,1.0,2.159,2.159,0.094504,0.094504,1.0,2.4594,2.2031,515.4,960.1,1.0,1,1
SIM1009,TPMS,iwp,network,32,2.0,1.0,,,,,,0.2327,0.2383,0.7617,0.543929,0.543929,1.0,2.193,2.193,0.085198,0.085198,1.0,2.7968,5.0625,250.0,467.7,1.0,1,1
SIM1010,TPMS,iwp,network,32,1.0,2.0,,,,,,0.2491,0.25,0.75,0.551465,0.551465,1.0,2.263,2.263,0.108271,0.108271,1.0,2.309,2.1328,625.0,935.4,1.0,1,1
SIM1011,TPMS,iwp,network,32,2.0,1.0,,,,,,0.2491,0.2617,0.7383,0.531595,0.531595,1.0,2.297,2.297,0.09059,0.09059,1.0,2.8891,4.6875,279.5,467.7,1.0,1,1
SIM1012,TPMS,iwp,network,32,1.0,2.0,,,,,,0.2655,0.2646,0.7354,0.529091,0.529091,1.0,2.32,2.32,0.11903,0.11903,1.0,2.2234,2.3203,530.3,918.6,1.0,1,1
SIM1013,TPMS,iwp,network,32,1.0,2.0,,,,,,0.2818,0.2822,0.7178,0.503388,0.503388,1.0,2.404,2.404,0.125967,0.125967,1.0,2.2405,2.3203,530.3,910.0,1.0,1,1
SIM1014,TPMS,iwp,network,32,2.0,1.0,,,,,,0.2655,0.2852,0.7148,0.506277,0.506277,1.0,2.54,2.54,0.116986,0.116986,1.0,2.4375,4.6875,279.5,450.7,1.0,1,1
SIM1015,TPMS,iwp,network,32,2.0,1.0,,,,,,0.2818,0.2852,0.7148,0.506277,0.506277,1.0,2.54,2.54,0.116986,0.116986,1.0,2.4375,4.6875,279.5,450.7,1.0,1,1
SIM1016,TPMS,iwp,network,32,1.0,2.0,,,,,,0.2982,0.2969,0.7031,0.486398,0.486398,1.0,2.458,2.458,0.136659,0.136659,1.0,2.1724,2.3203,530.3,876.3,1.0,1,1
SIM1017,TPMS,iwp,network,32,2.0,1.0,,,,,,0.2982,0.3086,0.6914,0.489557,0.489557,1.0,2.55,2.55,0.124296,0.124296,1.0,2.4827,4.125,375.0,467.7,1.0,1,1
SIM1018,TPMS,iwp,network,32,2.0,1.0,,,,,,0.3145,0.3086,0.6914,0.489557,0.489557,1.0,2.55,2.55,0.124296,0.124296,1.0,2.4827,4.125,375.0,467.7,1.0,1,1
SIM1019,TPMS,iwp,network,32,1.0,2.0,,,,,,0.3145,0.3145,0.6855,0.465741,0.465741,1.0,2.574,2.574,0.14835,0.14835,1.0,2.1197,2.4141,559.0,883.9,1.0,1,1
SIM1020,TPMS,iwp,network,32,1.0,2.0,,,,,,0.3309,0.332,0.668,0.451202,0.451202,1.0,2.723,2.723,0.169507,0.169507,1.0,1.9588,2.3672,625.0,875.0,1.0,1,1
SIM1021,TPMS,iwp,network,32,2.0,1.0,,,,,,0.3309,0.332,0.668,0.448403,0.448403,1.0,2.616,2.616,0.14481,0.14481,1.0,2.2929,4.875,375.0,467.7,1.0,1,1
SIM1022,TPMS,iwp,network,32,2.0,1.0,,,,,,0.3473,0.332,0.668,0.448403,0.448403,1.0,2.616,2.616,0.14481,0.14481,1.0,2.2929,4.875,375.0,467.7,1.0,1,1
SIM1023,TPMS,iwp,network,32,1.0,2.0,,,,,,0.3473,0.3467,0.6533,0.43024,0.43024,1.0,2.772,2.772,0.179463,0.179463,1.0,1.9318,2.4844,625.0,838.5,1.0,1,1
SIM1024,TPMS,iwp,network,32,1.0,2.0,,,,,,0.3636,0.3628,0.6372,0.409569,0.409569,1.0,2.892,2.892,0.190175,0.190175,1.0,1.9077,2.5312,625.0,829.2,1.0,1,1
SIM1025,TPMS,iwp,network,32,2.0,1.0,,,,,,0.3636,0.3789,0.6211,0.403097,0.403097,1.0,2.871,2.871,0.181497,0.181497,1.0,2.0877,5.25,375.0,414.6,1.0,1,1
SIM1026,TPMS,iwp,network,32,2.0,1.0,,,,,,0.3964,0.3789,0.6211,0.403097,0.403097,1.0,2.871,2.871,0.181497,0.181497,1.0,2.0877,5.25,375.0,414.6,1.0,1,1
SIM1027,TPMS,iwp,network,32,2.0,1.0,,,,,,0.38,0.3789,0.6211,0.403097,0.403097,1.0,2.871,2.871,0.181497,0.181497,1.0,2.0877,5.25,375.0,414.6,1.0,1,1
SIM1028,TPMS,iwp,network,32,1.0,2.0,,,,,,0.38,0.3804,0.6196,0.39093,0.39093,1.0,2.992,2.992,0.204618,0.204618,1.0,1.8589,2.5312,625.0,810.1,1.0,1,1
SIM1029,TPMS,iwp,network,32,1.0,2.0,,,,,,0.3964,0.3979,0.6021,0.377641,0.377641,1.0,3.178,3.178,0.219582,0.219582,1.0,1.8123,2.4844,637.4,800.4,1.0,1,1
SIM1030,TPMS,iwp,network,32,2.0,1.0,,,,,,0.4127,0.4023,0.5977,0.383438,0.383438,1.0,3.242,3.242,0.200475,0.200475,1.0,2.007,5.25,375.0,395.3,1.0,1,1
SIM1031,TPMS,iwp,network,32,1.0,2.0,,,,,,0.4127,0.4126,0.5874,0.363058,0.363058,1.0,3.289,3.289,0.231835,0.231835,1.0,1.7797,2.5312,637.4,790.6,1.0,1,1
SIM1032,TPMS,iwp,network,32,2.0,1.0,,,,,,0.4291,0.4258,0.5742,0.33799,0.33799,1.0,3.466,3.466,0.220714,0.220714,1.0,1.9291,5.625,375.0,395.3,1.0,1,1
SIM1033,TPMS,iwp,network,32,2.0,1.0,,,,,,0.4455,0.4258,0.5742,0.33799,0.33799,1.0,3.466,3.466,0.220714,0.220714,1.0,1.9291,5.625,375.0,395.3,1.0,1,1
SIM1034,TPMS,iwp,network,32,1.0,2.0,,,,,,0.4291,0.4272,0.5728,0.351589,0.351589,1.0,3.42,3.42,0.244057,0.244057,1.0,1.7506,2.4844,649.5,770.6,1.0,1,1
SIM1035,TPMS,iwp,network,32,1.0,2.0,,,,,,0.4455,0.4448,0.5552,0.333472,0.333472,1.0,3.536,3.536,0.256417,0.256417,1.0,1.7348,2.625,684.7,739.5,1.0,1,1
SIM1036,TPMS,iwp,network,32,2.0,1.0,,,,,,0.4618,0.4492,0.5508,0.321189,0.321189,1.0,3.99,3.99,0.238525,0.238525,1.0,1.8833,5.25,375.0,395.3,1.0,1,1
SIM1037,TPMS,iwp,network,32,1.0,2.0,,,,,,0.4618,0.4624,0.5376,0.31706,0.31706,1.0,3.651,3.651,0.271779,0.271779,1.0,1.7014,2.6016,750.0,739.5,1.0,1,1
SIM1038,TPMS,iwp,network,32,2.0,1.0,,,,,,0.4782,0.4727,0.5273,0.311886,0.311886,1.0,3.933,3.933,0.261774,0.261774,1.0,1.8056,4.875,375.0,375.0,1.0,1,1
SIM1039,TPMS,iwp,network,32,1.0,2.0,,,,,,0.4782,0.48,0.52,0.300608,0.300608,1.0,3.912,3.912,0.287752,0.287752,1.0,1.668,2.6016,750.0,718.1,1.0,1,1
SIM1040,TPMS,iwp,network,32,2.0,1.0,,,,,,0.4945,0.4844,0.5156,0.303275,0.303275,1.0,4.033,4.033,0.276369,0.276369,1.0,1.7526,4.875,375.0,375.0,1.0,1,1
SIM1041,TPMS,iwp,network,32,1.0,2.0,,,,,,0.4945,0.4946,0.5054,0.289831,0.289831,1.0,4.107,4.107,0.303315,0.303315,1.0,1.6307,2.5078,750.0,718.1,1.0,1,1
SIM1042,TPMS,iwp,network,32,2.0,1.0,,,,,,0.5109,0.5078,0.4922,0.289242,0.289242,1.0,4.03,4.03,0.290148,0.290148,1.0,1.7502,4.3125,500.0,375.0,1.0,1,1
SIM1043,TPMS,iwp,network,32,2.0,1.0,,,,,,0.5273,0.5078,0.4922,0.289242,0.289242,1.0,4.03,4.03,0.290148,0.290148,1.0,1.7502,4.3125,500.0,375.0,1.0,1,1
SIM1044,TPMS,iwp,network,32,1.0,2.0,,,,,,0.5109,0.5093,0.4907,0.277734,0.277734,1.0,4.296,4.296,0.315889,0.315889,1.0,1.6122,2.5547,750.0,684.7,1.0,1,1
SIM1045,TPMS,iwp,network,32,1.0,2.0,,,,,,0.5273,0.5269,0.4731,0.262711,0.262711,1.0,4.524,4.524,0.33281,0.33281,1.0,1.5831,2.6016,750.0,673.1,1.0,1,1
SIM1046,TPMS,iwp,network,32,2.0,1.0,,,,,,0.5436,0.5312,0.4688,0.260821,0.260821,1.0,4.397,4.397,0.315492,0.315492,1.0,1.6839,5.0625,500.0,375.0,1.0,1,1
SIM1047,TPMS,iwp,network,32,1.0,2.0,,,,,,0.5436,0.5444,0.4556,0.247273,0.247273,1.0,4.706,4.706,0.35171,0.35171,1.0,1.548,2.6484,760.3,649.5,1.0,1,1
SIM1048,TPMS,iwp,network,32,2.0,1.0,,,,,,0.56,0.5547,0.4453,0.242068,0.242068,1.0,5.306,5.306,0.342841,0.342841,1.0,1.6179,5.0625,500.0,375.0,1.0,1,1
SIM1049,TPMS,iwp,network,32,1.0,2.0,,,,,,0.56,0.5605,0.4395,0.233791,0.233791,1.0,4.926,4.926,0.36233,0.36233,1.0,1.5471,2.6484,770.6,637.4,1.0,1,1
SIM1050,TPMS,iwp,network,32,1.0,2.0,,,,,,0.5764,0.5781,0.4219,0.222217,0.222217,1.0,5.257,5.257,0.389287,0.389287,1.0,1.4851,2.5312,875.0,625.0,1.0,1,1
SIM1051,TPMS,iwp,network,32,2.0,1.0,,,,,,0.5764,0.5781,0.4219,0.231354,0.231354,1.0,5.346,5.346,0.363349,0.363349,1.0,1.5911,5.0625,500.0,306.2,1.0,1,1
SIM1052,TPMS,iwp,network,32,2.0,1.0,,,,,,0.5927,0.5781,0.4219,0.231354,0.231354,1.0,5.346,5.346,0.363349,0.363349,1.0,1.5911,5.0625,500.0,306.2,1.0,1,1
SIM1053,TPMS,iwp,network,32,1.0,2.0,,,,,,0.5927,0.5928,0.4072,0.211242,0.211242,1.0,5.512,5.512,0.405316,0.405316,1.0,1.4625,2.5312,875.0,612.4,1.0,1,1
SIM1054,TPMS,iwp,network,32,2.0,1.0,,,,,,0.6091,0.6016,0.3984,0.190874,0.190874,1.0,5.637,5.637,0.39817,0.39817,1.0,1.5108,5.4375,500.0,306.2,1.0,1,1
SIM1055,TPMS,iwp,network,32,1.0,2.0,,,,,,0.6091,0.6104,0.3896,0.198138,0.198138,1.0,5.89,5.89,0.423433,0.423433,1.0,1.4414,2.5312,875.0,612.4,1.0,1,1
SIM1056,TPMS,iwp,network,32,1.0,2.0,,,,,,0.6255,0.625,0.375,0.191415,0.191415,1.0,6.247,6.247,0.437883,0.437883,1.0,1.4273,2.4844,875.0,572.8,1.0,1,1
SIM1057,TPMS,iwp,network,32,2.0,1.0,,,,,,0.6255,0.625,0.375,0.179501,0.179501,1.0,7.091,7.091,0.422836,0.422836,1.0,1.4781,5.0625,418.8,279.5,1.0,1,1
SIM1058,TPMS,iwp,network,32,2.0,1.0,,,,,,0.6418,0.6417,0.3583,0.172417,0.172417,1.0,7.239,7.239,0.448464,0.448464,1.0,1.4308,5.0625,463.5,279.5,1.0,1,1
SIM1059,TPMS,iwp,network,32,1.0,2.0,,,,,,0.6418,0.6426,0.3574,0.177686,0.177686,1.0,6.698,6.698,0.458963,0.458963,1.0,1.4001,2.5312,875.0,572.8,1.0,1,1
SIM1060,TPMS,iwp,network,32,2.0,1.0,,,,,,0.6582,0.6484,0.3516,0.16986,0.16986,1.0,7.265,7.265,0.443561,0.443561,1.0,1.4619,5.0625,467.7,279.5,1.0,1,1
SIM1061,TPMS,iwp,network,32,1.0,2.0,,,,,,0.6582,0.6602,0.3398,0.163586,0.163586,1.0,7.096,7.096,0.481818,0.481818,1.0,1.3701,2.5312,875.0,530.3,1.0,1,1
SIM1062,TPMS,iwp,network,32,1.0,2.0,,,,,,0.6745,0.6748,0.3252,0.151889,0.151889,1.0,7.671,7.671,0.495664,0.495664,1.0,1.3614,2.5312,875.0,530.3,1.0,1,1
SIM1063,TPMS,iwp,network,32,1.0,2.0,,,,,,0.6909,0.6895,0.3105,0.143997,0.143997,1.0,8.196,8.196,0.515557,0.515557,1.0,1.3373,2.4375,883.9,515.4,1.0,1,1
SIM1064,TPMS,iwp,network,32,2.0,1.0,,,,,,0.6745,0.6953,0.3047,0.135197,0.135197,1.0,9.629,9.629,0.522424,0.522424,1.0,1.3309,5.0625,467.7,279.5,1.0,1,1
SIM1065,TPMS,iwp,network,32,2.0,1.0,,,,,,0.6909,0.6953,0.3047,0.135197,0.135197,1.0,9.629,9.629,0.522424,0.522424,1.0,1.3309,5.0625,467.7,279.5,1.0,1,1
SIM1066,TPMS,iwp,network,32,1.0,2.0,,,,,,0.7073,0.707,0.293,0.136562,0.136562,1.0,8.692,8.692,0.540864,0.540864,1.0,1.3072,2.3672,892.7,515.4,1.0,1,1
SIM1067,TPMS,iwp,network,32,2.0,1.0,,,,,,0.7073,0.7188,0.2812,0.129136,0.129136,1.0,9.944,9.944,0.533082,0.533082,1.0,1.3483,4.6875,467.7,250.0,1.0,1,1
SIM1068,TPMS,iwp,network,32,1.0,2.0,,,,,,0.7236,0.7217,0.2783,0.126362,0.126362,1.0,9.371,9.371,0.558463,0.558463,1.0,1.2923,2.3672,910.0,515.4,1.0,1,1
SIM1069,TPMS,iwp,network,32,1.0,2.0,,,,,,0.74,0.7393,0.2607,0.117466,0.117466,1.0,10.207,10.207,0.579285,0.579285,1.0,1.2762,2.3203,918.6,500.0,1.0,1,1
SIM1070,TPMS,iwp,network,32,2.0,1.0,,,,,,0.7236,0.7422,0.2578,0.120617,0.120617,1.0,10.002,10.002,0.568135,0.568135,1.0,1.3064,4.125,500.0,250.0,1.0,1,1
SIM1071,TPMS,iwp,network,32,2.0,1.0,,,,,,0.74,0.7422,0.2578,0.120617,0.120617,1.0,10.002,10.002,0.568135,0.568135,1.0,1.3064,4.125,500.0,250.0,1.0,1,1
SIM1072,TPMS,iwp,network,32,1.0,2.0,,,,,,0.7564,0.7554,0.2446,0.099368,0.099368,1.0,11.803,11.803,0.606016,0.606016,1.0,1.2465,2.3203,918.6,467.7,1.0,1,1
SIM1073,TPMS,iwp,network,32,2.0,1.0,,,,,,0.7564,0.7656,0.2344,0.109815,0.109815,1.0,10.937,10.937,0.595362,0.595362,1.0,1.286,4.125,515.4,218.2,1.0,1,1
SIM1074,TPMS,iwp,network,32,1.0,2.0,,,,,,0.7727,0.7729,0.2271,0.09231,0.09231,1.0,13.321,13.321,0.631633,0.631633,1.0,1.2237,2.2266,943.7,467.7,1.0,1,1
SIM1075,TPMS,iwp,network,32,2.0,1.0,,,,,,0.7727,0.7891,0.2109,0.074017,0.074017,1.0,14.349,14.349,0.619727,0.619727,1.0,1.2732,4.5,515.4,250.0,1.0,1,1
SIM1076,TPMS,iwp,network,32,2.0,1.0,,,,,,0.7891,0.7891,0.2109,0.074017,0.074017,1.0,14.349,14.349,0.619727,0.619727,1.0,1.2732,4.5,515.4,250.0,1.0,1,1
SIM1077,TPMS,iwp,network,32,1.0,2.0,,,,,,0.7891,0.7905,0.2095,0.081972,0.081972,1.0,15.066,15.066,0.659942,0.659942,1.0,1.1979,2.2266,952.0,433.0,1.0,1,1
SIM1078,TPMS,iwp,network,32,1.0,2.0,,,,,,0.8055,0.8052,0.1948,0.076057,0.076057,1.0,16.049,16.049,0.676779,0.676779,1.0,1.1897,2.1797,1000.0,414.6,1.0,1,1
SIM1079,TPMS,iwp,network,32,2.0,1.0,,,,,,0.8055,0.8125,0.1875,0.059236,0.059236,1.0,16.373,16.373,0.668187,0.668187,1.0,1.216,4.125,515.4,250.0,1.0,1,1
SIM1080,TPMS,iwp,network,32,1.0,2.0,,,,,,0.8218,0.8198,0.1802,0.061686,0.061686,1.0,18.871,18.871,0.70014,0.70014,1.0,1.1709,2.1094,1007.8,414.6,1.0,1,1
SIM1081,TPMS,iwp,network,32,2.0,1.0,,,,,,0.8218,0.8359,0.1641,0.052467,0.052467,1.0,22.075,22.075,0.698926,0.698926,1.0,1.196,3.75,515.4,250.0,1.0,1,1
SIM1082,TPMS,iwp,network,32,1.0,2.0,,,,,,0.8382,0.8374,0.1626,0.054416,0.054416,1.0,21.467,21.467,0.728221,0.728221,1.0,1.1499,1.9688,1007.8,414.6,1.0,1,1
