sample_id,family,topology,mode,grid,n_cells,unit_cell_mm,strut_d,strut_spacing,n_struts,n_layers,stagger,target_porosity,porosity,relative_density,E_rel_z,E_rel_x,anisotropy_z_over_x,K_sc_z,K_sc_x,D_eff_z,D_eff_x,D_anisotropy_z_over_x,tortuosity_z,specific_surface_per_mm,pore_size_um,strut_thickness_um,solid_connectivity,pore_connected,cg_converged
SIM0290,FDM,fdm_strut,staggered,44,,0.4,0.1174,0.2,5.0,12.0,1.0,,0.4545,0.5455,0.255929,0.326575,0.7837,3.956,3.737,0.24789,0.262335,0.9449,1.8337,8.5,181.8,203.3,1.0,1,1
SIM0291,FDM,fdm_strut,staggered,44,,0.4,0.1241,0.2,5.0,12.0,1.0,,0.4545,0.5455,0.257157,0.296325,0.8678,3.976,4.048,0.258836,0.25652,1.009,1.7561,8.7211,181.8,203.3,1.0,1,1
SIM0292,FDM,fdm_strut,staggered,44,,0.4,0.1177,0.2,5.0,14.0,1.0,,0.4545,0.5455,0.255929,0.326575,0.7837,3.956,3.737,0.24789,0.262335,0.9449,1.8337,8.5,181.8,203.3,1.0,1,1
SIM0293,FDM,fdm_strut,staggered,44,,0.4,0.1179,0.2,5.0,16.0,1.0,,0.4545,0.5455,0.255929,0.326575,0.7837,3.956,3.737,0.24789,0.262335,0.9449,1.8337,8.5,181.8,203.3,1.0,1,1
SIM0294,FDM,fdm_strut,staggered,44,,0.5,0.1562,0.25,4.0,8.0,1.0,,0.4587,0.5413,0.251015,0.271083,0.926,4.188,4.316,0.279639,0.244001,1.1461,1.6403,6.6736,257.1,272.7,1.0,1,1
SIM0295,FDM,fdm_strut,staggered,44,,0.5,0.1568,0.25,4.0,10.0,1.0,,0.4587,0.5413,0.251015,0.271083,0.926,4.188,4.316,0.279639,0.244001,1.1461,1.6403,6.6736,257.1,272.7,1.0,1,1
SIM0296,FDM,fdm_strut,staggered,44,,0.5,0.1572,0.25,4.0,12.0,1.0,,0.4587,0.5413,0.251015,0.271083,0.926,4.188,4.316,0.279639,0.244001,1.1461,1.6403,6.6736,257.1,272.7,1.0,1,1
SIM0297,FDM,fdm_strut,staggered,44,,0.4,0.1234,0.2,5.0,14.0,1.0,,0.4587,0.5413,0.256251,0.294218,0.871,3.994,4.078,0.264974,0.257876,1.0275,1.731,8.5393,181.8,203.3,1.0,1,1
SIM0298,FDM,fdm_strut,staggered,44,,0.4,0.1229,0.2,5.0,16.0,1.0,,0.4587,0.5413,0.256251,0.294218,0.871,3.994,4.078,0.264974,0.257876,1.0275,1.731,8.5393,181.8,203.3,1.0,1,1
SIM0299,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.103,0.1667,6.0,16.0,1.0,,0.4628,0.5372,0.261425,0.29558,0.8844,3.824,4.094,0.240895,0.273006,0.8824,1.9212,10.5785,181.8,181.8,1.0,1,1
SIM0300,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.2045,0.3333,3.0,10.0,1.0,,0.4711,0.5289,0.216929,0.277724,0.7811,4.468,4.063,0.31977,0.274243,1.166,1.4732,5.2231,272.7,363.6,1.0,1,1
SIM0301,FDM,fdm_strut,staggered,44,,0.5,0.1461,0.25,4.0,14.0,1.0,,0.4711,0.5289,0.203019,0.31403,0.6465,4.7,3.76,0.273411,0.29001,0.9428,1.723,7.2727,203.3,257.1,1.0,1,1
SIM0302,FDM,fdm_strut,staggered,44,,0.5,0.1439,0.25,4.0,12.0,1.0,,0.4793,0.5207,0.201489,0.305683,0.6591,4.723,3.87,0.276737,0.296878,0.9322,1.7321,7.2727,203.3,257.1,1.0,1,1
SIM0303,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.1006,0.1667,6.0,14.0,1.0,,0.4793,0.5207,0.222521,0.28253,0.7876,4.337,4.175,0.256605,0.278483,0.9214,1.868,10.9752,181.8,181.8,1.0,1,1
SIM0304,FDM,fdm_strut,staggered,44,,0.5,0.1489,0.25,4.0,10.0,1.0,,0.4835,0.5165,0.19587,0.256232,0.7644,4.75,4.423,0.303969,0.264435,1.1495,1.5905,7.1777,257.1,257.1,1.0,1,1
SIM0305,FDM,fdm_strut,staggered,44,,0.5,0.1506,0.25,4.0,12.0,1.0,,0.4835,0.5165,0.19587,0.256232,0.7644,4.75,4.423,0.303969,0.264435,1.1495,1.5905,7.1777,257.1,257.1,1.0,1,1
SIM0306,FDM,fdm_strut,staggered,44,,0.5,0.1518,0.25,4.0,14.0,1.0,,0.4835,0.5165,0.19587,0.256232,0.7644,4.75,4.423,0.303969,0.264435,1.1495,1.5905,7.1777,257.1,257.1,1.0,1,1
SIM0307,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.196,0.3333,3.0,8.0,1.0,,0.4876,0.5124,0.204927,0.268554,0.7631,4.653,4.196,0.333319,0.293697,1.1349,1.4629,5.3079,287.5,327.8,1.0,1,1
SIM0308,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1966,0.3333,3.0,10.0,1.0,,0.4876,0.5124,0.204927,0.268554,0.7631,4.653,4.196,0.333319,0.293697,1.1349,1.4629,5.3079,287.5,327.8,1.0,1,1
SIM0309,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.098,0.1667,6.0,16.0,1.0,,0.4917,0.5083,0.23043,0.287122,0.8026,4.237,4.207,0.271612,0.275992,0.9841,1.8104,9.8595,181.8,181.8,1.0,1,1
SIM0310,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1886,0.3333,3.0,10.0,1.0,,0.4979,0.5021,0.183023,0.292673,0.6254,5.155,3.946,0.315044,0.324317,0.9714,1.5805,5.2562,287.5,287.5,1.0,1,1
SIM0311,FDM,fdm_strut,staggered,44,,0.5,0.1409,0.25,4.0,10.0,1.0,,0.5,0.5,0.181406,0.294088,0.6168,5.146,3.925,0.291149,0.315187,0.9237,1.7173,7.438,257.1,257.1,1.0,1,1
SIM0312,FDM,fdm_strut,staggered,44,,0.5,0.1404,0.25,4.0,14.0,1.0,,0.5,0.5,0.181406,0.294088,0.6168,5.146,3.925,0.291149,0.315187,0.9237,1.7173,7.438,257.1,257.1,1.0,1,1
SIM0313,FDM,fdm_strut,staggered,44,,0.4,0.1108,0.2,5.0,12.0,1.0,,0.5,0.5,0.211838,0.294774,0.7186,4.622,4.075,0.295609,0.313762,0.9421,1.6914,8.4793,181.8,181.8,1.0,1,1
SIM0314,FDM,fdm_strut,staggered,44,,0.4,0.112,0.2,5.0,14.0,1.0,,0.5,0.5,0.211838,0.294774,0.7186,4.622,4.075,0.295609,0.313762,0.9421,1.6914,8.4793,181.8,181.8,1.0,1,1
SIM0315,FDM,fdm_strut,staggered,44,,0.4,0.1129,0.2,5.0,16.0,1.0,,0.5,0.5,0.211838,0.294774,0.7186,4.622,4.075,0.295609,0.313762,0.9421,1.6914,8.4793,181.8,181.8,1.0,1,1
SIM0316,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1861,0.3333,3.0,8.0,1.0,,0.5041,0.4959,0.176345,0.28807,0.6122,5.274,4.006,0.319968,0.330933,0.9669,1.5756,5.3347,287.5,287.5,1.0,1,1
SIM0317,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.095,0.1667,6.0,14.0,1.0,,0.5041,0.4959,0.207407,0.27568,0.7524,4.599,4.345,0.284369,0.28505,0.9976,1.7728,10.124,181.8,181.8,1.0,1,1
SIM0318,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.093,0.1667,6.0,16.0,1.0,,0.5124,0.4876,0.196771,0.269719,0.7295,4.811,4.39,0.29048,0.289752,1.0025,1.764,10.2893,181.8,181.8,1.0,1,1
SIM0319,FDM,fdm_strut,staggered,44,,1.0,0.2656,0.5,2.0,8.0,1.0,,0.5165,0.4835,0.149537,0.298429,0.5011,6.107,3.822,0.332111,0.365694,0.9082,1.5553,3.7025,454.5,406.6,1.0,1,1
SIM0320,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1807,0.3333,3.0,10.0,1.0,,0.5186,0.4814,0.164077,0.28183,0.5822,5.598,4.038,0.334341,0.340559,0.9817,1.5511,5.4132,287.5,287.5,1.0,1,1
SIM0321,FDM,fdm_strut,staggered,44,,0.4,0.1063,0.2,5.0,14.0,1.0,,0.5207,0.4793,0.161518,0.261078,0.6187,5.521,4.584,0.294046,0.308165,0.9542,1.7707,9.0165,181.8,181.8,1.0,1,1
SIM0322,FDM,fdm_strut,staggered,44,,0.4,0.108,0.2,5.0,16.0,1.0,,0.5207,0.4793,0.161518,0.261078,0.6187,5.521,4.584,0.294046,0.308165,0.9542,1.7707,9.0165,181.8,181.8,1.0,1,1
SIM0323,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.0893,0.1667,6.0,14.0,1.0,,0.5207,0.4793,0.18083,0.26327,0.6869,5.06,4.571,0.282776,0.30801,0.9181,1.8413,10.6942,181.8,181.8,1.0,1,1
SIM0324,FDM,fdm_strut,staggered,44,,0.5,0.1373,0.25,4.0,12.0,1.0,,0.5248,0.4752,0.16337,0.275935,0.5921,5.681,4.168,0.320453,0.341872,0.9373,1.6377,7.2231,257.1,257.1,1.0,1,1
SIM0325,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.0881,0.1667,6.0,16.0,1.0,,0.5289,0.4711,0.172297,0.257371,0.6695,5.234,4.651,0.290498,0.319212,0.91,1.8208,10.8264,181.8,181.8,1.0,1,1
SIM0326,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1771,0.3333,3.0,12.0,1.0,,0.531,0.469,0.147831,0.2719,0.5437,6.009,4.156,0.34615,0.354735,0.9758,1.534,5.5248,327.8,287.5,1.0,1,1
SIM0327,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1761,0.3333,3.0,8.0,1.0,,0.5331,0.4669,0.147627,0.269827,0.5471,6.014,4.189,0.353594,0.358388,0.9866,1.5075,5.5248,327.8,287.5,1.0,1,1
SIM0328,FDM,fdm_strut,staggered,44,,1.0,0.2557,0.5,2.0,8.0,1.0,,0.5413,0.4587,0.125764,0.282425,0.4453,6.825,3.952,0.371449,0.386687,0.9606,1.4573,3.8347,454.5,406.6,1.0,1,1
SIM0329,FDM,fdm_strut,staggered,44,,0.5,0.1347,0.25,4.0,14.0,1.0,,0.5413,0.4587,0.156126,0.266182,0.5865,5.838,4.32,0.351522,0.355929,0.9876,1.5399,6.7438,272.7,257.1,1.0,1,1
SIM0330,FDM,fdm_strut,staggered,44,,0.5,0.133,0.25,4.0,10.0,1.0,,0.5455,0.4545,0.148166,0.265026,0.5591,6.021,4.31,0.355815,0.361177,0.9852,1.533,6.8099,272.7,257.1,1.0,1,1
SIM0331,FDM,fdm_strut,staggered,44,,0.5,0.1174,0.25,4.0,12.0,1.0,,0.5455,0.4545,0.126492,0.267112,0.4736,6.698,4.485,0.315199,0.365235,0.863,1.7305,7.3347,272.7,203.3,1.0,1,1
SIM0332,FDM,fdm_strut,staggered,44,,0.5,0.1177,0.25,4.0,14.0,1.0,,0.5455,0.4545,0.126492,0.267112,0.4736,6.698,4.485,0.315199,0.365235,0.863,1.7305,7.3347,272.7,203.3,1.0,1,1
SIM0333,FDM,fdm_strut,staggered,44,,0.5,0.1179,0.25,4.0,16.0,1.0,,0.5455,0.4545,0.126492,0.267112,0.4736,6.698,4.485,0.315199,0.365235,0.863,1.7305,7.3347,272.7,203.3,1.0,1,1
SIM0334,FDM,fdm_strut,staggered,44,,0.5,0.1328,0.25,4.0,16.0,1.0,,0.5455,0.4545,0.148166,0.265026,0.5591,6.021,4.31,0.355815,0.361177,0.9852,1.533,6.8099,272.7,257.1,1.0,1,1
SIM0335,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1662,0.3333,3.0,8.0,1.0,,0.5496,0.4504,0.119754,0.223853,0.535,7.025,5.154,0.336464,0.331325,1.0155,1.6334,5.5103,327.8,272.7,1.0,1,1
SIM0336,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1648,0.3333,3.0,10.0,1.0,,0.5496,0.4504,0.119754,0.223853,0.535,7.025,5.154,0.336464,0.331325,1.0155,1.6334,5.5103,327.8,272.7,1.0,1,1
SIM0337,FDM,fdm_strut,staggered,44,,0.5,0.1307,0.25,4.0,12.0,1.0,,0.5496,0.4504,0.137483,0.240285,0.5722,6.337,4.849,0.340629,0.341926,0.9962,1.6134,7.0744,272.7,257.1,1.0,1,1
SIM0338,FDM,fdm_strut,staggered,44,,0.5,0.1291,0.25,4.0,14.0,1.0,,0.5496,0.4504,0.137483,0.240285,0.5722,6.337,4.849,0.340629,0.341926,0.9962,1.6134,7.0744,272.7,257.1,1.0,1,1
SIM0339,FDM,fdm_strut,staggered,44,,0.5,0.1278,0.25,4.0,16.0,1.0,,0.5496,0.4504,0.137483,0.240285,0.5722,6.337,4.849,0.340629,0.341926,0.9962,1.6134,7.0744,272.7,257.1,1.0,1,1
SIM0340,FDM,fdm_strut,staggered,44,,0.4,0.1042,0.2,5.0,12.0,1.0,,0.5496,0.4504,0.143778,0.243017,0.5916,5.981,4.889,0.327965,0.33763,0.9714,1.6757,8.7665,203.3,181.8,1.0,1,1
SIM0341,FDM,fdm_strut,staggered,44,,0.4,0.103,0.2,5.0,16.0,1.0,,0.5496,0.4504,0.143778,0.243017,0.5916,5.981,4.889,0.327965,0.33763,0.9714,1.6757,8.7665,203.3,181.8,1.0,1,1
SIM0342,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1727,0.3333,3.0,10.0,1.0,,0.5517,0.4483,0.136891,0.258288,0.53,6.316,4.344,0.377008,0.372925,1.0109,1.4632,5.3182,363.6,272.7,1.0,1,1
SIM0343,FDM,fdm_strut,staggered,44,,0.5,0.125,0.25,4.0,10.0,1.0,,0.5579,0.4421,0.123162,0.234519,0.5252,6.82,4.913,0.348679,0.368782,0.9455,1.5999,7.2066,272.7,257.1,1.0,1,1
SIM0344,FDM,fdm_strut,staggered,44,,0.4,0.1006,0.2,5.0,14.0,1.0,,0.5579,0.4421,0.130146,0.237124,0.5489,6.4,4.932,0.338726,0.356707,0.9496,1.6469,8.9318,203.3,181.8,1.0,1,1
SIM0345,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1705,0.3333,3.0,12.0,1.0,,0.5599,0.4401,0.126636,0.254827,0.497,6.608,4.34,0.38664,0.381319,1.014,1.4482,5.3884,363.6,272.7,1.0,1,1
SIM0346,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1638,0.3333,3.0,12.0,1.0,,0.5661,0.4339,0.103097,0.213237,0.4835,7.683,5.326,0.355765,0.341508,1.0417,1.5913,5.719,327.8,272.7,1.0,1,1
SIM0347,FDM,fdm_strut,staggered,44,,0.5,0.1241,0.25,4.0,12.0,1.0,,0.5661,0.4339,0.121523,0.230274,0.5277,6.859,5.01,0.355902,0.369393,0.9635,1.5907,7.2066,272.7,203.3,1.0,1,1
SIM0348,FDM,fdm_strut,staggered,44,,0.5,0.1234,0.25,4.0,14.0,1.0,,0.5661,0.4339,0.121523,0.230274,0.5277,6.859,5.01,0.355902,0.369393,0.9635,1.5907,7.2066,272.7,203.3,1.0,1,1
SIM0349,FDM,fdm_strut,staggered,44,,0.5,0.1229,0.25,4.0,16.0,1.0,,0.5661,0.4339,0.121523,0.230274,0.5277,6.859,5.01,0.355902,0.369393,0.9635,1.5907,7.2066,272.7,203.3,1.0,1,1
SIM0350,FDM,fdm_strut,staggered,44,,0.4,0.098,0.2,5.0,16.0,1.0,,0.5661,0.4339,0.124626,0.239871,0.5196,6.642,4.891,0.325098,0.343456,0.9465,1.7414,9.1736,203.3,181.8,1.0,1,1
SIM0351,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.0831,0.1667,6.0,16.0,1.0,,0.5744,0.4256,0.131533,0.252108,0.5217,6.321,4.705,0.338426,0.383148,0.8833,1.6972,10.0496,181.8,181.8,1.0,1,1
SIM0352,FDM,fdm_strut,staggered,44,,1.0,0.2457,0.5,2.0,8.0,1.0,,0.5785,0.4215,0.106377,0.259846,0.4094,7.823,4.199,0.411511,0.421849,0.9755,1.4058,3.4463,530.1,385.7,1.0,1,1
SIM0353,FDM,fdm_strut,staggered,44,,1.0,0.2259,0.5,2.0,8.0,1.0,,0.5868,0.4132,0.08706,0.217735,0.3998,8.845,5.256,0.39556,0.387869,1.0198,1.4834,3.7025,489.6,363.6,1.0,1,1
SIM0354,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1562,0.3333,3.0,8.0,1.0,,0.5868,0.4132,0.094214,0.203647,0.4626,8.165,5.504,0.393311,0.351333,1.1195,1.4919,5.4298,363.6,272.7,1.0,1,1
SIM0355,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1568,0.3333,3.0,10.0,1.0,,0.5868,0.4132,0.094214,0.203647,0.4626,8.165,5.504,0.393311,0.351333,1.1195,1.4919,5.4298,363.6,272.7,1.0,1,1
SIM0356,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1572,0.3333,3.0,12.0,1.0,,0.5868,0.4132,0.094214,0.203647,0.4626,8.165,5.504,0.393311,0.351333,1.1195,1.4919,5.4298,363.6,272.7,1.0,1,1
SIM0357,FDM,fdm_strut,staggered,44,,0.4,0.095,0.2,5.0,14.0,1.0,,0.5888,0.4112,0.11127,0.225588,0.4932,7.281,5.152,0.365675,0.366472,0.9978,1.6103,8.8099,203.3,181.8,1.0,1,1
SIM0358,FDM,fdm_strut,staggered,44,,1.0,0.2358,0.5,2.0,8.0,1.0,,0.595,0.405,0.094625,0.246276,0.3842,8.219,4.42,0.423298,0.431275,0.9815,1.4057,3.6033,530.1,363.6,1.0,1,1
SIM0359,FDM,fdm_strut,staggered,44,,0.4,0.093,0.2,5.0,16.0,1.0,,0.595,0.405,0.10716,0.220777,0.4854,7.383,5.244,0.376988,0.370718,1.0169,1.5784,8.9215,203.3,181.8,1.0,1,1
SIM0360,FDM,fdm_strut,staggered,44,,0.3333333333333333,0.0781,0.1667,6.0,16.0,1.0,,0.595,0.405,0.108753,0.234704,0.4634,7.075,5.086,0.340248,0.414374,0.8211,1.7488,10.6942,181.8,181.8,1.0,1,1
SIM0361,FDM,fdm_strut,staggered,44,,1.0,0.2159,0.5,2.0,8.0,1.0,,0.6033,0.3967,0.07281,0.206696,0.3523,9.866,5.467,0.412853,0.410083,1.0068,1.4613,3.8347,489.6,363.6,1.0,1,1
SIM0362,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1518,0.3333,3.0,14.0,1.0,,0.6033,0.3967,0.084074,0.193984,0.4334,8.71,5.729,0.405239,0.374235,1.0828,1.4888,5.5682,363.6,257.1,1.0,1,1
SIM0363,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1461,0.3333,3.0,14.0,1.0,,0.6074,0.3926,0.070222,0.227498,0.3087,9.728,5.001,0.386404,0.442659,0.8729,1.572,5.8099,363.6,257.1,1.0,1,1
SIM0364,FDM,fdm_strut,staggered,44,,0.4,0.0893,0.2,5.0,14.0,1.0,,0.6074,0.3926,0.089408,0.211346,0.423,8.298,5.539,0.362984,0.392991,0.9236,1.6735,9.2149,203.3,181.8,1.0,1,1
SIM0365,FDM,fdm_strut,staggered,44,,0.4,0.0881,0.2,5.0,16.0,1.0,,0.6074,0.3926,0.089408,0.211346,0.423,8.298,5.539,0.362984,0.392991,0.9236,1.6735,9.2149,203.3,181.8,1.0,1,1
SIM0366,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1506,0.3333,3.0,12.0,1.0,,0.6116,0.3884,0.07947,0.189347,0.4197,9.092,5.86,0.413784,0.378319,1.0937,1.478,5.6178,363.6,257.1,1.0,1,1
SIM0367,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1489,0.3333,3.0,10.0,1.0,,0.6157,0.3843,0.074374,0.188375,0.3948,9.411,5.834,0.4197,0.385907,1.0876,1.467,5.6839,363.6,257.1,1.0,1,1
SIM0368,FDM,fdm_strut,staggered,44,,1.0,0.2125,0.5,2.0,10.0,1.0,,0.6198,0.3802,0.063223,0.197304,0.3204,10.677,5.622,0.432902,0.426072,1.016,1.4318,3.9835,489.6,327.8,1.0,1,1
SIM0369,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1439,0.3333,3.0,12.0,1.0,,0.6219,0.3781,0.066728,0.216886,0.3077,10.204,5.249,0.413085,0.456117,0.9057,1.5055,5.4711,363.6,257.1,1.0,1,1
SIM0370,FDM,fdm_strut,staggered,44,,0.5,0.1042,0.25,4.0,12.0,1.0,,0.624,0.376,0.070253,0.201034,0.3495,9.816,5.787,0.388625,0.420196,0.9249,1.6056,7.2438,272.7,181.8,1.0,1,1
SIM0371,FDM,fdm_strut,staggered,44,,0.5,0.1063,0.25,4.0,14.0,1.0,,0.624,0.376,0.070253,0.201034,0.3495,9.816,5.787,0.388625,0.420196,0.9249,1.6056,7.2438,272.7,181.8,1.0,1,1
SIM0372,FDM,fdm_strut,staggered,44,,0.5,0.103,0.25,4.0,16.0,1.0,,0.624,0.376,0.070253,0.201034,0.3495,9.816,5.787,0.388625,0.420196,0.9249,1.6056,7.2438,272.7,181.8,1.0,1,1
SIM0373,FDM,fdm_strut,staggered,44,,0.5,0.108,0.25,4.0,16.0,1.0,,0.624,0.376,0.070253,0.201034,0.3495,9.816,5.787,0.388625,0.420196,0.9249,1.6056,7.2438,272.7,181.8,1.0,1,1
SIM0374,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1409,0.3333,3.0,10.0,1.0,,0.6302,0.3698,0.063324,0.211757,0.299,10.514,5.341,0.420829,0.463178,0.9086,1.4974,5.5331,363.6,257.1,1.0,1,1
SIM0375,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1404,0.3333,3.0,14.0,1.0,,0.6302,0.3698,0.063324,0.211757,0.299,10.514,5.341,0.420829,0.463178,0.9086,1.4974,5.5331,363.6,257.1,1.0,1,1
SIM0376,FDM,fdm_strut,staggered,44,,0.4,0.0831,0.2,5.0,16.0,1.0,,0.6343,0.3657,0.069416,0.212338,0.3269,9.638,5.457,0.38581,0.44796,0.8613,1.6441,9.1446,203.3,181.8,1.0,1,1
SIM0377,FDM,fdm_strut,staggered,44,,1.0,0.206,0.5,2.0,8.0,1.0,,0.6364,0.3636,0.061518,0.188949,0.3256,11.295,5.901,0.447054,0.434815,1.0281,1.4235,3.9835,530.1,327.8,1.0,1,1
SIM0378,FDM,fdm_strut,staggered,44,,0.5,0.1108,0.25,4.0,12.0,1.0,,0.6364,0.3636,0.073661,0.207484,0.355,9.459,5.482,0.427302,0.456026,0.937,1.4893,7.2438,272.7,181.8,1.0,1,1
SIM0379,FDM,fdm_strut,staggered,44,,0.5,0.112,0.25,4.0,14.0,1.0,,0.6364,0.3636,0.073661,0.207484,0.355,9.459,5.482,0.427302,0.456026,0.937,1.4893,7.2438,272.7,181.8,1.0,1,1
SIM0380,FDM,fdm_strut,staggered,44,,0.5,0.1129,0.25,4.0,16.0,1.0,,0.6364,0.3636,0.073661,0.207484,0.355,9.459,5.482,0.427302,0.456026,0.937,1.4893,7.2438,272.7,181.8,1.0,1,1
SIM0381,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1373,0.3333,3.0,12.0,1.0,,0.6384,0.3616,0.059466,0.206873,0.2875,10.858,5.416,0.429838,0.471934,0.9108,1.4853,5.5909,363.6,257.1,1.0,1,1
SIM0382,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1347,0.3333,3.0,14.0,1.0,,0.6467,0.3533,0.054061,0.201536,0.2682,11.328,5.509,0.431899,0.483636,0.893,1.4973,5.6777,363.6,257.1,1.0,1,1
SIM0383,FDM,fdm_strut,staggered,44,,0.5,0.098,0.25,4.0,16.0,1.0,,0.6467,0.3533,0.052136,0.191973,0.2716,11.611,5.951,0.401374,0.445623,0.9007,1.6112,7.8926,272.7,181.8,1.0,1,1
SIM0384,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.133,0.3333,3.0,10.0,1.0,,0.6488,0.3512,0.053777,0.201517,0.2669,11.418,5.508,0.432755,0.484481,0.8932,1.4991,5.6777,363.6,257.1,1.0,1,1
SIM0385,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1307,0.3333,3.0,12.0,1.0,,0.6529,0.3471,0.04638,0.18254,0.2541,12.873,6.226,0.424615,0.465791,0.9116,1.5376,5.8368,363.6,203.3,1.0,1,1
SIM0386,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1328,0.3333,3.0,16.0,1.0,,0.6529,0.3471,0.051726,0.197101,0.2624,11.749,5.624,0.44238,0.489931,0.9029,1.4759,5.7066,363.6,257.1,1.0,1,1
SIM0387,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1291,0.3333,3.0,14.0,1.0,,0.657,0.343,0.04621,0.180452,0.2561,12.982,6.303,0.434726,0.471535,0.9219,1.5114,5.655,363.6,203.3,1.0,1,1
SIM0388,FDM,fdm_strut,staggered,44,,0.5,0.1006,0.25,4.0,14.0,1.0,,0.657,0.343,0.047236,0.179343,0.2634,12.556,6.276,0.431601,0.472839,0.9128,1.5223,7.7066,272.7,181.8,1.0,1,1
SIM0389,FDM,fdm_strut,staggered,44,,1.0,0.196,0.5,2.0,8.0,1.0,,0.6612,0.3388,0.052217,0.174694,0.2989,12.143,6.242,0.492328,0.459198,1.0721,1.3429,3.5372,545.5,327.8,1.0,1,1
SIM0390,FDM,fdm_strut,staggered,44,,1.0,0.1886,0.5,2.0,10.0,1.0,,0.6612,0.3388,0.03846,0.192611,0.1997,14.538,5.719,0.469857,0.507504,0.9258,1.4071,3.7769,515.1,287.5,1.0,1,1
SIM0391,FDM,fdm_strut,staggered,44,,1.0,0.1966,0.5,2.0,10.0,1.0,,0.6612,0.3388,0.052217,0.174694,0.2989,12.143,6.242,0.492328,0.459198,1.0721,1.3429,3.5372,545.5,327.8,1.0,1,1
SIM0392,FDM,fdm_strut,staggered,44,,1.0,0.2045,0.5,2.0,10.0,1.0,,0.6612,0.3388,0.052217,0.174694,0.2989,12.143,6.242,0.492328,0.459198,1.0721,1.3429,3.5372,545.5,327.8,1.0,1,1
SIM0393,FDM,fdm_strut,staggered,44,,1.0,0.1861,0.5,2.0,8.0,1.0,,0.6653,0.3347,0.03572,0.187934,0.1901,15.027,5.848,0.478739,0.513785,0.9318,1.3897,3.8264,530.1,287.5,1.0,1,1
SIM0394,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.1278,0.3333,3.0,16.0,1.0,,0.6653,0.3347,0.044035,0.175645,0.2507,13.329,6.452,0.451688,0.478216,0.9445,1.4729,5.5227,363.6,203.3,1.0,1,1
SIM0395,FDM,fdm_strut,staggered,44,,0.4,0.0781,0.2,5.0,16.0,1.0,,0.6653,0.3347,0.047129,0.189608,0.2486,12.108,6.078,0.409845,0.496886,0.8248,1.6233,9.436,203.3,128.6,1.0,1,1
SIM0396,FDM,fdm_strut,staggered,44,,0.5,0.095,0.25,4.0,14.0,1.0,,0.6674,0.3326,0.043081,0.173948,0.2477,13.062,6.538,0.415035,0.475572,0.8727,1.6079,8.0909,272.7,181.8,1.0,1,1
SIM0397,FDM,fdm_strut,staggered,44,,1.0,0.1807,0.5,2.0,10.0,1.0,,0.6736,0.3264,0.034821,0.187809,0.1854,15.39,5.847,0.482867,0.517935,0.9323,1.3949,3.8264,530.1,287.5,1.0,1,1
SIM0398,FDM,fdm_strut,staggered,44,,0.6666666666666666,0.125,0.3333,3.0,10.0,1.0,,0.6736,0.3264,0.040042,0.170515,0.2348,13.985,6.603,0.46211,0.489568,0.9439,1.4576,5.6529,363.6,203.3,1.0,1,1
SIM0399,FDM,fdm_strut,staggered,44,,0.5,0.093,0.25,4.0,16.0,1.0,,0.6756,0.3244,0.040891,0.17321,0.2361,13.62,6.508,0.421204,0.486075,0.8665,1.604,8.157,272.7,181.8,1.0,1,1
