Reference,DOI,Alginate (%w/v),PVA-HA (%w/v),CaSO4 (%w/v),Na2HPO4 (%w/v),Gelatin (%w/v),GelMA (%w/v),laponite (%w/v),graphene oxide (%w/v),hydroxyapatite (%w/v),Hyaluronic_Acid (%w/v),MeHA (%w/v),NorHA (%w/v),Fibroin/Fibrinogen (%w/v),Pluronic P-123 (%w/v),Collagen (%w/v),Chitosan (%w/v),CS-AEMA (%w/v),RGD (mM),TCP (%w/v),Gellan (%w/v),bioactive glass (%w/v),Nano/Methycellulose (%w/v),PEGTA (%w/v),PEGMA (%w/v),PEGDA (%w/v),Agarose (%w/v), hyaluronic acid+ Ph moieties (%w/v),matrigel (%w/v),CaCl2(mM),NaCl(mM),BaCl2(mM),SrCl2(mM),CaCO3 (mM),Genipin (%w/v),PVA (%wt),trans-glutaminase (%w/v),alginate lyase (U/ml),D-glucose (%w/v),PLGA (%w/v),vascular tissued-derived dECM (%w/v),PEG-8-SH (mM),Lutrol F127 (%w/v),Alginate dialdehyde (%w/v),Alginate sulfate (%w/v),RGD-modified alginate (%w/v),hyaluronan metacrylate (%w/v),poly(N-isopropylacrylamide) grafted hyaluronan (%w/v),chondroitin sulfate methacrylate (%w/v),PCL (%w/v),alginate metacrylate (%w/v),HRP (U/ml),pluronic F127 (%w/v),Irgacure 2959 (%w/v),Eosin Y (%w/v),Ruthenium (mM),sodium persulfate (SPS) (mM),HEPES (mM),LAP (%w/v),glutaraldehyde (%w/v),PBS  (M),Cell_Density_(cells/mL),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Nozzle_Diameter_(µm),chamber Temperature  (°C),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Printability,Cell Response,Scaffold Quality (P*C),total_solids_pct,n_components,ceramic_pct,ceramic_fraction,is_bone_relevant,has_cells
Das et al. 2015,10.1016/j.actbio.2014.09.023,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,8.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,145.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3500000.0,10.0,0,225.0,1.0,,,250.0,,28.0,18.0,2,2,4,23.0,4,0.0,0.0,1,1
Das et al. 2015,10.1016/j.actbio.2014.09.023,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,8.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,145.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3500000.0,10.0,0,225.0,1.0,,,250.0,,28.0,18.0,2,4,8,23.0,4,0.0,0.0,1,1
Das et al. 2015,10.1016/j.actbio.2014.09.023,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,8.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,145.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3500000.0,10.0,0,225.0,1.0,,,250.0,,28.0,18.0,2,2,4,23.0,4,0.0,0.0,1,1
Das et al. 2015,10.1016/j.actbio.2014.09.023,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,8.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,145.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3500000.0,10.0,0,225.0,1.0,,,250.0,,28.0,18.0,2,4,8,23.0,4,0.0,0.0,1,1
Chen et al. 2019,10.1021/acsami.9b09782,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,0.0,40,,,0.000833,5.0,210.0,,37.0,22.0,3,5,15,7.5,3,0.0,0.0,1,1
Chen et al. 2019,10.1021/acsami.9b09782,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,0.0,40,,,0.000833,5.0,210.0,,37.0,22.0,3,5,15,7.5,3,0.0,0.0,1,1
Cidonio et al. 2019,10.1088/1758-5090/ab19fd,0.0,0.0,0.0,0.0,0.0,7.5,1.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,5000000.0,0.0,180,,,,9.167,300.0,,20.5,22.0,3,5,15,8.5,4,0.0,0.0,1,1
Cidonio et al. 2019,10.1088/1758-5090/ab19fd,0.0,0.0,0.0,0.0,0.0,7.5,1.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,5000000.0,0.0,180,,,,9.167,300.0,,20.5,22.0,3,5,15,8.5,4,0.0,0.0,1,1
Cidonio et al. 2019,10.1088/1758-5090/ab19fd,0.0,0.0,0.0,0.0,0.0,7.5,1.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,5000000.0,0.0,180,,,,9.167,300.0,,20.5,22.0,3,5,15,8.5,4,0.0,0.0,1,1
Cidonio et al. 2019,10.1088/1758-5090/ab19fd,0.0,0.0,0.0,0.0,0.0,7.5,0.5,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,0.0,0.0,180,,,,9.167,300.0,,20.5,22.0,2,1,2,8.0,4,0.0,0.0,1,0
Cidonio et al. 2019,10.1088/1758-5090/ab19fd,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,0.0,0.0,180,,,,9.167,300.0,,20.5,22.0,2,1,2,10.5,4,0.0,0.0,1,0
Cidonio et al. 2019,10.1088/1758-5090/ab19fd,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,0.0,0.0,180,,,,9.167,300.0,,20.5,22.0,2,1,2,11.0,4,0.0,0.0,1,0
Kolan et al. 2019,10.18063/ijb.v5i2.2.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,50,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,600.0,0,275.8,,,10.0,410.0,,37.0,22.0,3,1,3,100.0,3,50.0,0.5,1,0
Kolan et al. 2019,10.18063/ijb.v5i2.2.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,50,0.0,0,0,0,0.0,0.0,0,300.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,600.0,0,275.8,,,10.0,410.0,,37.0,22.0,3,1,3,100.0,3,50.0,0.5,1,0
Moncal et al. 2020,10.1007/s10856-019-6258-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,40,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,67.5,,,3.33,337.0,,44.0,37.0,1,2,2,43.0,2,0.0,0.0,1,1
Moncal et al. 2021,10.1007/s10856-019-6258-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,67.5,,,3.33,337.0,,44.0,37.0,1,2,2,63.0,2,0.0,0.0,1,1
Moncal et al. 2022,10.1007/s10856-019-6258-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,40,6.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,67.5,,,3.33,337.0,,44.0,37.0,0,2,0,46.0,2,0.0,0.0,1,1
Moncal et al. 2023,10.1007/s10856-019-6258-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,6.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,67.5,,,3.33,337.0,,44.0,37.0,2,3,6,66.0,2,0.0,0.0,1,1
Moncal et al. 2024,10.1007/s10856-019-6258-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,40,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,30.0,,,3.33,337.0,,44.0,37.0,1,2,2,43.0,2,0.0,0.0,1,1
Moncal et al. 2025,10.1007/s10856-019-6258-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,30.0,,,3.33,337.0,,44.0,37.0,1,2,2,63.0,2,0.0,0.0,1,1
Moncal et al. 2026,10.1007/s10856-019-6258-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,40,6.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,30.0,,,3.33,337.0,,44.0,37.0,1,2,2,46.0,2,0.0,0.0,1,1
Moncal et al. 2027,10.1007/s10856-019-6258-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,6.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,30.0,,,3.33,337.0,,44.0,37.0,1,2,2,66.0,2,0.0,0.0,1,1
Moncal et al. 2028,10.1007/s10856-019-6258-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,40,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,150.0,,,3.33,337.0,,44.0,37.0,2,1,2,43.0,2,0.0,0.0,1,1
Moncal et al. 2029,10.1007/s10856-019-6258-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,150.0,,,3.33,337.0,,44.0,37.0,0,1,0,63.0,2,0.0,0.0,1,1
Moncal et al. 2030,10.1007/s10856-019-6258-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,40,6.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,150.0,,,3.33,337.0,,44.0,37.0,0,1,0,46.0,2,0.0,0.0,1,1
Moncal et al. 2031,10.1007/s10856-019-6258-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,6.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,0,150.0,,,3.33,337.0,,44.0,37.0,0,1,0,66.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,3,9,6.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,5,15,6.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,3,9,3.0,1,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,5,15,3.0,1,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,3,9,6.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,5,15,6.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,3,9,41.0,3,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,5,15,41.0,3,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,3,9,38.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,5,15,38.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,3,9,6.0,2,0.0,0.0,1,1
Kang et al. 2020,10.1002/smll.201905505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6000000.0,0.0,0,45.0,6.67,,,500.0,,,37.0,3,5,15,6.0,2,0.0,0.0,1,1
Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,100,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,1800.0,0,30.0,,,,1372.0,,,22.0,3,3,9,105.0,4,0.0,0.0,1,1
Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,100,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,1800.0,0,30.0,,,,1372.0,,,22.0,3,5,15,105.0,4,0.0,0.0,1,1
Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,100,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,1800.0,0,30.0,,,,2159.0,,,22.0,3,2,6,105.0,4,0.0,0.0,1,1
Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,100,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,1800.0,0,30.0,,,,838.0,,,22.0,3,2,6,105.0,4,0.0,0.0,1,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,3,9,15.0,6,0.5,0.03333333333333333,1,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,5,15,15.0,6,0.5,0.03333333333333333,1,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,3,9,15.0,6,0.5,0.03333333333333333,1,1
Idaszek et al. 2019,10.1088/1758-5090/ab2622,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0.0,0,4,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,,235.0,686.0,,,,3,5,15,15.0,6,0.5,0.03333333333333333,1,1
Ouyang et al. 2017,10.1002/adma.201604983,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0.0,0.0,2,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2500000.0,0.0,120,,,6e-05,0.5,127.0,,,,3,3,9,2.05,2,0.0,0.0,1,1
Ouyang et al. 2017,10.1002/adma.201604983,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0.0,0.0,2,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2500000.0,0.0,120,,,6e-05,0.5,127.0,,,,3,5,15,2.05,2,0.0,0.0,1,1
Kosik-Koziol et al. 2019,10.1088/1758-5090/ab15cb,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,190.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,8.5e-05,3.9,250.0,,,,3,3,9,10.5,4,0.5,0.047619047619047616,1,1
