Reference,DOI,Alginate (%w/v),PVA-HA (%w/v),CaSO4 (%w/v),Na2HPO4 (%w/v),Gelatin (%w/v),GelMA (%w/v),laponite (%w/v),graphene oxide (%w/v),hydroxyapatite (%w/v),Hyaluronic_Acid (%w/v),MeHA (%w/v),NorHA (%w/v),Fibroin/Fibrinogen (%w/v),Pluronic P-123 (%w/v),Collagen (%w/v),Chitosan (%w/v),CS-AEMA (%w/v),RGD (mM),TCP (%w/v),Gellan (%w/v),bioactive glass (%w/v),Nano/Methycellulose (%w/v),PEGTA (%w/v),PEGMA (%w/v),PEGDA (%w/v),Agarose (%w/v), hyaluronic acid+ Ph moieties (%w/v),matrigel (%w/v),CaCl2(mM),NaCl(mM),BaCl2(mM),SrCl2(mM),CaCO3 (mM),Genipin (%w/v),PVA (%wt),trans-glutaminase (%w/v),alginate lyase (U/ml),D-glucose (%w/v),PLGA (%w/v),vascular tissued-derived dECM (%w/v),PEG-8-SH (mM),Lutrol F127 (%w/v),Alginate dialdehyde (%w/v),Alginate sulfate (%w/v),RGD-modified alginate (%w/v),hyaluronan metacrylate (%w/v),poly(N-isopropylacrylamide) grafted hyaluronan (%w/v),chondroitin sulfate methacrylate (%w/v),PCL (%w/v),alginate metacrylate (%w/v),HRP (U/ml),pluronic F127 (%w/v),Irgacure 2959 (%w/v),Eosin Y (%w/v),Ruthenium (mM),sodium persulfate (SPS) (mM),HEPES (mM),LAP (%w/v),glutaraldehyde (%w/v),PBS  (M),Cell_Density_(cells/mL),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Nozzle_Diameter_(µm),chamber Temperature  (°C),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Printability,Cell Response,Scaffold Quality (P*C),total_solids_pct,n_components,ceramic_pct,ceramic_fraction,is_bone_relevant,has_cells
Mistry et al. 2018,10.1002/mabi.201600472,0.0,0.0,0.0,0.0,0.0,5.0,0.13,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4000000.0,0.0,60,,,0.000167,,0.0,,5.0,22.0,3,5,15,5.13,2,0.0,0.0,1,1
Mistry et al. 2018,10.1002/mabi.201600472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.3,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4000000.0,0.0,0,,,0.000167,,0.0,,5.0,22.0,3,3,9,0.3,1,0.0,0.0,1,1
Mistry et al. 2018,10.1002/mabi.201600472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.3,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4000000.0,0.0,0,,,0.000167,,0.0,,5.0,22.0,3,5,15,0.3,1,0.0,0.0,1,1
Mistry et al. 2018,10.1002/mabi.201600472,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,9,0.0,0.0,0,17.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,60,,,0.00167,,840.0,,5.0,22.0,3,1,3,11.129999999999999,4,0.0,0.0,1,0
Ojansivu et al. 2019,10.1088/1758-5090/ab0692,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,600.0,0,245.0,,,20.0,510.0,4.0,26.0,,3,2,6,10.0,4,1.0,0.1,1,1
Ojansivu et al. 2019,10.1088/1758-5090/ab0692,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,600.0,0,245.0,,,20.0,510.0,4.0,26.0,,3,4,12,10.0,4,1.0,0.1,1,1
Ojansivu et al. 2019,10.1088/1758-5090/ab0692,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,600.0,0,255.0,,,21.0,510.0,4.0,26.0,,3,1,3,10.0,4,1.0,0.1,1,0
Ojansivu et al. 2019,10.1088/1758-5090/ab0692,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,0.25,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,600.0,0,260.0,,,56.0,510.0,4.0,26.0,,3,2,6,10.25,5,1.0,0.0975609756097561,1,1
Ojansivu et al. 2019,10.1088/1758-5090/ab0692,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,0.25,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,600.0,0,260.0,,,56.0,510.0,4.0,26.0,,3,4,12,10.25,5,1.0,0.0975609756097561,1,1
Ojansivu et al. 2019,10.1088/1758-5090/ab0692,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,0.25,0,0,0,0.0,0.0,0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,600.0,0,260.0,,,57.0,510.0,4.0,26.0,,3,1,3,10.25,5,1.0,0.0975609756097561,1,0
Sakai et al. 2020,10.1016/j.mtbio.2020.100078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.9,0.0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.1,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,0.0,0,,,,22.0,220.0,,22.0,22.0,3,3,9,3.0,5,0.0,0.0,1,1
Sakai et al. 2020,10.1016/j.mtbio.2020.100078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.9,0.0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.1,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,0.0,0,,,,22.0,220.0,,22.0,22.0,3,5,15,3.0,5,0.0,0.0,1,1
Sakai et al. 2020,10.1016/j.mtbio.2020.100078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,1.5,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,0.0,0,,,,22.0,220.0,,22.0,22.0,3,3,9,2.5,3,0.0,0.0,1,1
Sakai et al. 2020,10.1016/j.mtbio.2020.100078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,1.5,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,0.0,0,,,,22.0,220.0,,22.0,22.0,3,5,15,2.5,3,0.0,0.0,1,1
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,0,1,0,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,0,1,0,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,0,1,0,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,1,1,1,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,3,1,3,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,0,1,0,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,0,1,0,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,0,1,0,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,1,1,1,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,2,1,2,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,3,1,3,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,3,1,3,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,4.0,,,510.0,,45.0,,0,1,0,91.25,4,70.0,0.7671232876712328,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,4.0,,,510.0,,45.0,,0,1,0,91.25,4,70.0,0.7671232876712328,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,4.0,,,510.0,,45.0,,0,1,0,91.25,4,70.0,0.7671232876712328,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,4.0,,,510.0,,45.0,,0,1,0,91.25,4,70.0,0.7671232876712328,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,4.0,,,510.0,,45.0,,1,1,1,91.25,4,70.0,0.7671232876712328,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,4.0,,,510.0,,45.0,,3,1,3,91.25,4,70.0,0.7671232876712328,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,4.0,,,510.0,,45.0,,2,1,2,91.25,4,70.0,0.7671232876712328,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,200.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,250.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,300.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,350.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,400.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,450.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,500.0,10.0,,,510.0,,45.0,,2,1,2,90.25,3,70.0,0.775623268698061,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,200.0,10.0,,,510.0,,45.0,,2,1,2,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,250.0,10.0,,,510.0,,45.0,,2,1,2,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,300.0,10.0,,,510.0,,45.0,,2,1,2,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,350.0,10.0,,,510.0,,45.0,,2,1,2,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,400.0,10.0,,,510.0,,45.0,,2,1,2,90.75,4,70.0,0.7713498622589532,1,0
Lee et al. 2022,10.1016/j.ceramint.2021.12.227,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,70,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,86400.0,0,450.0,10.0,,,510.0,,45.0,,2,1,2,90.75,4,70.0,0.7713498622589532,1,0
